image_path,specialty,dataset_source,split
med_routing_data/images/pathology_0084.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0085.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0086.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0087.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0088.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0089.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0090.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0091.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0092.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0093.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0094.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0095.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0096.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0097.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0098.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0099.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0100.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0101.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0102.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0103.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0104.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0105.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0106.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0107.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0108.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0109.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0110.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0111.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0112.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0113.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0114.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0115.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0116.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0117.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0118.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0119.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0120.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0121.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0122.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0123.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0124.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0125.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0126.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0127.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0128.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0129.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0130.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0131.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0132.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0133.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0134.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0135.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0136.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0137.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0138.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0139.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0140.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0141.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0142.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0143.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0144.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0145.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0146.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0147.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0148.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0149.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0150.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0151.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0152.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0153.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0154.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0155.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0156.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0157.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0158.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0159.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0160.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0161.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0162.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0163.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0164.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0165.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0166.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0167.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0168.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0169.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0170.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0171.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0172.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0173.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0174.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0175.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0176.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0177.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0178.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0179.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0180.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0181.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0182.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0183.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0184.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0185.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0186.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0187.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0188.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0189.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0190.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0191.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0192.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0193.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0194.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0195.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0196.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0197.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0198.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0199.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0200.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0201.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0202.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0203.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0204.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0205.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0206.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0207.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0208.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0209.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0210.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0211.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0212.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0213.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0214.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0215.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0216.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0217.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0218.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0219.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0220.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0221.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0222.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0223.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0224.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0225.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0226.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0227.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0228.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0229.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0230.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0231.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0232.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0233.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0234.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0235.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0236.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0237.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0238.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0239.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0240.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0241.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0242.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0243.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0244.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0245.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0246.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0247.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0248.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0249.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0250.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0251.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0252.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0253.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0254.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0255.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0256.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0257.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0258.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0259.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0260.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0261.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0262.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0263.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0264.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0265.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0266.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0267.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0268.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0269.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0270.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0271.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0272.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0273.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0274.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0275.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0276.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0277.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0278.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0279.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0280.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0281.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0282.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0283.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0284.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0285.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0286.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0287.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0288.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0289.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0290.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0291.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0292.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0293.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0294.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0295.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0296.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0297.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0298.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0299.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0300.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0301.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0302.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0303.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0304.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0305.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0306.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0307.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0308.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0309.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0310.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0311.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0312.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0313.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0314.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0315.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0316.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0317.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0318.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0319.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0320.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0321.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0322.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0323.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0324.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0325.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0326.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0327.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0328.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0329.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0330.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0331.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0332.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0333.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0334.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0335.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0336.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0337.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0338.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0339.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0340.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0341.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0342.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0343.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0344.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0345.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0346.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0347.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0348.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0349.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0350.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0351.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0352.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0353.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0354.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0355.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0356.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0357.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0358.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0359.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0360.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0361.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0362.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0363.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0364.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0365.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0366.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0367.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0368.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0369.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0370.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0371.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0372.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0373.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0374.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0375.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0376.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0377.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0378.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0379.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0380.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0381.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0382.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0383.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0384.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0385.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0386.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0387.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0388.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0389.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0390.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0391.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0392.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0393.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0394.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0395.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0396.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0397.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0398.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0399.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0400.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0401.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0402.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0403.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0404.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0405.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0406.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0407.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0408.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0409.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0410.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0411.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0412.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0413.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0414.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0415.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0416.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0417.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0418.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0419.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0420.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0421.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0422.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0423.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0424.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0425.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0426.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0427.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0428.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0429.jpg,pathology,PathVQA,test
med_routing_data/images/pathology_0430.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0431.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0432.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0433.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0434.jpg,pathology,PathVQA,train
med_routing_data/images/pathology_0435.jpg,pathology,PathVQA,train
